,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
39884,2018-06-21,Argentina,Croatia,0,3,FIFA World Cup,Nizhny Novgorod,Russia,True
39885,2018-06-22,Brazil,Costa Rica,2,0,FIFA World Cup,St. Petersburg,Russia,True
39886,2018-06-22,Nigeria,Iceland,2,0,FIFA World Cup,Volgograd,Russia,True
39887,2018-06-22,Serbia,Switzerland,1,2,FIFA World Cup,Kaliningrad,Russia,True
39888,2018-06-23,Belgium,Tunisia,5,2,FIFA World Cup,Moscow,Russia,True
39889,2018-06-23,South Korea,Mexico,1,2,FIFA World Cup,Rostov-on-Don,Russia,True
39890,2018-06-23,Germany,Sweden,2,1,FIFA World Cup,Sochi,Russia,True
39891,2018-06-24,England,Panama,6,1,FIFA World Cup,Nizhny Novgorod,Russia,True
39892,2018-06-24,Japan,Senegal,2,2,FIFA World Cup,Ekaterinburg,Russia,True
39893,2018-06-24,Poland,Colombia,0,3,FIFA World Cup,Kazan,Russia,True
39894,2018-06-25,Russia,Uruguay,0,3,FIFA World Cup,Samara,Russia,False
39895,2018-06-25,Saudi Arabia,Egypt,2,1,FIFA World Cup,Volgograd,Russia,True
39896,2018-06-25,Spain,Morocco,2,2,FIFA World Cup,Kaliningrad,Russia,True
39897,2018-06-25,Iran,Portugal,1,1,FIFA World Cup,Saransk,Russia,True
39898,2018-06-26,Australia,Peru,0,2,FIFA World Cup,Sochi,Russia,True
39899,2018-06-26,Denmark,France,0,0,FIFA World Cup,Moscow,Russia,True
39900,2018-06-26,Nigeria,Argentina,1,2,FIFA World Cup,St. Petersburg,Russia,True
39901,2018-06-26,Iceland,Croatia,1,2,FIFA World Cup,Rostov-on-Don,Russia,True
39902,2018-06-27,South Korea,Germany,2,0,FIFA World Cup,Kazan,Russia,True
39903,2018-06-27,Mexico,Sweden,0,3,FIFA World Cup,Ekaterinburg,Russia,True
39904,2018-06-27,Serbia,Brazil,0,2,FIFA World Cup,Moscow,Russia,True
39905,2018-06-27,Switzerland,Costa Rica,2,2,FIFA World Cup,Nizhny Novgorod,Russia,True
39906,2018-06-28,Japan,Poland,0,1,FIFA World Cup,Volgograd,Russia,True
39907,2018-06-28,Senegal,Colombia,0,1,FIFA World Cup,Samara,Russia,True
39908,2018-06-28,Panama,Tunisia,1,2,FIFA World Cup,Saransk,Russia,True
39909,2018-06-28,England,Belgium,0,1,FIFA World Cup,Kaliningrad,Russia,True
39910,2018-06-30,France,Argentina,4,3,FIFA World Cup,Kazan,Russia,True
39911,2018-06-30,Uruguay,Portugal,2,1,FIFA World Cup,Sochi,Russia,True
39912,2018-07-01,Russia,Spain,1,1,FIFA World Cup,Moscow,Russia,False
39913,2018-07-01,Croatia,Denmark,1,1,FIFA World Cup,Nizhny Novgorod,Russia,True
39914,2018-07-02,Brazil,Mexico,2,0,FIFA World Cup,Samara,Russia,True
39915,2018-07-02,Belgium,Japan,3,2,FIFA World Cup,Rostov-on-Don,Russia,True
39916,2018-07-03,Sweden,Switzerland,1,0,FIFA World Cup,St. Petersburg,Russia,True
39917,2018-07-03,Colombia,England,1,1,FIFA World Cup,Moscow,Russia,True
39919,2018-07-06,Uruguay,France,0,2,FIFA World Cup,Nizhny Novgorod,Russia,True
39920,2018-07-06,Brazil,Belgium,1,2,FIFA World Cup,Kazan,Russia,True
39921,2018-07-07,Sweden,England,0,2,FIFA World Cup,Samara,Russia,True
39922,2018-07-07,Russia,Croatia,2,2,FIFA World Cup,Sochi,Russia,False
39923,2018-07-10,France,Belgium,1,0,FIFA World Cup,St. Petersburg,Russia,True
39924,2018-07-11,Croatia,England,2,1,FIFA World Cup,Moscow,Russia,True
39925,2018-07-14,Belgium,England,2,0,FIFA World Cup,St. Petersburg,Russia,True
39926,2018-07-15,France,Croatia,4,2,FIFA World Cup,Moscow,Russia,True
39941,2018-09-01,Timor-Leste,Brunei,3,1,AFF Championship qualification,Kuala Lumpur,Malaysia,True
39943,2018-09-02,Guam,Northern Mariana Islands,4,0,EAFF Championship,Ulaanbaatar,Mongolia,True
39944,2018-09-02,Mongolia,Macau,4,1,EAFF Championship,Ulaanbaatar,Mongolia,False
39945,2018-09-04,Macau,Guam,2,0,EAFF Championship,Ulaanbaatar,Mongolia,True
39946,2018-09-04,Mongolia,Northern Mariana Islands,9,0,EAFF Championship,Ulaanbaatar,Mongolia,False
39947,2018-09-04,Nepal,Pakistan,1,2,SAFF Cup,Dhaka,Bangladesh,True
39948,2018-09-04,Bangladesh,Bhutan,2,0,SAFF Cup,Dhaka,Bangladesh,False
39951,2018-09-05,India,Sri Lanka,2,0,SAFF Cup,Dhaka,Bangladesh,True
39952,2018-09-06,Germany,France,0,0,UEFA Nations League,Munich,Germany,False
39953,2018-09-06,Czech Republic,Ukraine,1,2,UEFA Nations League,Uherské Hradiště,Czech Republic,False
39954,2018-09-06,Wales,Republic of Ireland,4,1,UEFA Nations League,Cardiff,Wales,False
39955,2018-09-06,Norway,Cyprus,2,0,UEFA Nations League,Oslo,Norway,False
39956,2018-09-06,Slovenia,Bulgaria,1,2,UEFA Nations League,Ljubljana,Slovenia,False
39957,2018-09-06,Kazakhstan,Georgia,0,2,UEFA Nations League,Astana,Kazakhstan,False
39958,2018-09-06,Latvia,Andorra,0,0,UEFA Nations League,Riga,Latvia,False
39959,2018-09-06,Armenia,Liechtenstein,2,1,UEFA Nations League,Yerevan,Armenia,False
39960,2018-09-06,Gibraltar,North Macedonia,0,2,UEFA Nations League,Gibraltar,Gibraltar,False
39969,2018-09-06,Northern Mariana Islands,Macau,1,1,EAFF Championship,Ulaanbaatar,Mongolia,True
39970,2018-09-06,Mongolia,Guam,1,1,EAFF Championship,Ulaanbaatar,Mongolia,False
39971,2018-09-06,Nepal,Bhutan,4,0,SAFF Cup,Dhaka,Bangladesh,True
39972,2018-09-06,Bangladesh,Pakistan,1,0,SAFF Cup,Dhaka,Bangladesh,False
39973,2018-09-07,Italy,Poland,1,1,UEFA Nations League,Bologna,Italy,False
39974,2018-09-07,Turkey,Russia,1,2,UEFA Nations League,Trabzon,Turkey,False
39975,2018-09-07,Albania,Israel,1,0,UEFA Nations League,Elbasan,Albania,False
39976,2018-09-07,Lithuania,Serbia,0,1,UEFA Nations League,Vilnius,Lithuania,False
39977,2018-09-07,Romania,Montenegro,0,0,UEFA Nations League,Ploiești,Romania,False
39978,2018-09-07,Faroe Islands,Malta,3,1,UEFA Nations League,Tórshavn,Faroe Islands,False
39979,2018-09-07,Azerbaijan,Kosovo,0,0,UEFA Nations League,Baku,Azerbaijan,False
39990,2018-09-07,Maldives,Sri Lanka,0,0,SAFF Cup,Dhaka,Bangladesh,True
39991,2018-09-08,Switzerland,Iceland,6,0,UEFA Nations League,St. Gallen,Switzerland,False
39992,2018-09-08,England,Spain,1,2,UEFA Nations League,London,England,False
39993,2018-09-08,Northern Ireland,Bosnia and Herzegovina,1,2,UEFA Nations League,Belfast,Northern Ireland,False
39994,2018-09-08,Finland,Hungary,1,0,UEFA Nations League,Tampere,Finland,False
39995,2018-09-08,Estonia,Greece,0,1,UEFA Nations League,Tallinn,Estonia,False
39996,2018-09-08,Belarus,San Marino,5,0,UEFA Nations League,Minsk,Belarus,False
39997,2018-09-08,Luxembourg,Moldova,4,0,UEFA Nations League,Luxembourg City,Luxembourg,False
39998,2018-09-08,Brunei,Timor-Leste,1,0,AFF Championship qualification,Bandar Seri Begawan,Brunei,False
39999,2018-09-08,Equatorial Guinea,Sudan,1,0,African Cup of Nations qualification,Bata,Equatorial Guinea,False
40000,2018-09-08,Comoros,Cameroon,1,1,African Cup of Nations qualification,Mitsamiouli,Comoros,False
40001,2018-09-08,Gabon,Burundi,1,1,African Cup of Nations qualification,Libreville,Gabon,False
40002,2018-09-08,Gambia,Algeria,1,1,African Cup of Nations qualification,Bakau,Gambia,False
40003,2018-09-08,South Africa,Libya,0,0,African Cup of Nations qualification,Durban,South Africa,False
40004,2018-09-08,Mauritania,Burkina Faso,2,0,African Cup of Nations qualification,Nouakchott,Mauritania,False
40005,2018-09-08,Egypt,Niger,6,0,African Cup of Nations qualification,Alexandria,Egypt,False
40006,2018-09-08,Namibia,Zambia,1,1,African Cup of Nations qualification,Windhoek,Namibia,False
40007,2018-09-08,Uganda,Tanzania,0,0,African Cup of Nations qualification,Kira,Uganda,False
40008,2018-09-08,Pakistan,Bhutan,3,0,SAFF Cup,Dhaka,Bangladesh,True
40009,2018-09-08,Bangladesh,Nepal,0,2,SAFF Cup,Dhaka,Bangladesh,False
40010,2018-09-09,France,Netherlands,2,1,UEFA Nations League,Paris,France,False
40011,2018-09-09,Ukraine,Slovakia,1,0,UEFA Nations League,Lviv,Ukraine,False
40012,2018-09-09,Denmark,Wales,2,0,UEFA Nations League,Aarhus,Denmark,False
40013,2018-09-09,Bulgaria,Norway,1,0,UEFA Nations League,Sofia,Bulgaria,False
40014,2018-09-09,Cyprus,Slovenia,2,1,UEFA Nations League,Nicosia,Cyprus,False
40015,2018-09-09,Georgia,Latvia,1,0,UEFA Nations League,Tbilisi,Georgia,False
40016,2018-09-09,North Macedonia,Armenia,2,0,UEFA Nations League,Skopje,North Macedonia,False
40017,2018-09-09,Liechtenstein,Gibraltar,2,0,UEFA Nations League,Vaduz,Liechtenstein,False
40020,2018-09-09,Congo,Zimbabwe,1,1,African Cup of Nations qualification,Brazzaville,Congo,False
40021,2018-09-09,Rwanda,Ivory Coast,1,2,African Cup of Nations qualification,Kigali,Rwanda,False
40022,2018-09-09,India,Maldives,2,0,SAFF Cup,Dhaka,Bangladesh,True
40023,2018-09-10,Portugal,Italy,1,0,UEFA Nations League,Lisbon,Portugal,False
40024,2018-09-10,Sweden,Turkey,2,3,UEFA Nations League,Stockholm,Sweden,False
40025,2018-09-10,Scotland,Albania,2,0,UEFA Nations League,Glasgow,Scotland,False
40026,2018-09-10,Montenegro,Lithuania,2,0,UEFA Nations League,Podgorica,Montenegro,False
40027,2018-09-10,Serbia,Romania,2,2,UEFA Nations League,Belgrade,Serbia,False
40028,2018-09-10,Andorra,Kazakhstan,1,1,UEFA Nations League,Andorra la Vella,Andorra,False
40029,2018-09-10,Kosovo,Faroe Islands,2,0,UEFA Nations League,Pristina,Kosovo,False
40030,2018-09-10,Malta,Azerbaijan,1,1,UEFA Nations League,Attard,Malta,False
40037,2018-09-11,Iceland,Belgium,0,3,UEFA Nations League,Reykjavík,Iceland,False
40038,2018-09-11,Spain,Croatia,6,0,UEFA Nations League,Elche,Spain,False
40039,2018-09-11,Bosnia and Herzegovina,Austria,1,0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False
40040,2018-09-11,Hungary,Greece,2,1,UEFA Nations League,Budapest,Hungary,False
40041,2018-09-11,Finland,Estonia,1,0,UEFA Nations League,Turku,Finland,False
40042,2018-09-11,San Marino,Luxembourg,0,3,UEFA Nations League,Serravalle,San Marino,False
40043,2018-09-11,Moldova,Belarus,0,0,UEFA Nations League,Chișinău,Moldova,False
40063,2018-09-12,India,Pakistan,3,1,SAFF Cup,Dhaka,Bangladesh,True
40064,2018-09-12,Nepal,Maldives,0,3,SAFF Cup,Dhaka,Bangladesh,True
40065,2018-09-15,Maldives,India,2,1,SAFF Cup,Dhaka,Bangladesh,True
40071,2018-10-10,Ethiopia,Kenya,0,0,African Cup of Nations qualification,Bahir Dar,Ethiopia,False
40072,2018-10-10,Zambia,Guinea-Bissau,2,1,African Cup of Nations qualification,Lusaka,Zambia,False
40073,2018-10-11,Poland,Portugal,2,3,UEFA Nations League,Chorzow,Poland,False
40074,2018-10-11,Russia,Sweden,0,0,UEFA Nations League,Kaliningrad,Russia,False
40075,2018-10-11,Israel,Scotland,2,1,UEFA Nations League,Haifa,Israel,False
40076,2018-10-11,Montenegro,Serbia,0,2,UEFA Nations League,Podgorica,Montenegro,False
40077,2018-10-11,Lithuania,Romania,1,2,UEFA Nations League,Vilnius,Lithuania,False
40078,2018-10-11,Faroe Islands,Azerbaijan,0,3,UEFA Nations League,Tórshavn,Faroe Islands,False
40079,2018-10-11,Kosovo,Malta,3,1,UEFA Nations League,Pristina,Kosovo,False
40090,2018-10-11,Congo,Liberia,3,1,African Cup of Nations qualification,Brazzaville,Congo,False
40091,2018-10-12,Belgium,Switzerland,2,1,UEFA Nations League,Brussels,Belgium,False
40092,2018-10-12,Croatia,England,0,0,UEFA Nations League,Rijeka,Croatia,False
40093,2018-10-12,Austria,Northern Ireland,1,0,UEFA Nations League,Vienna,Austria,False
40094,2018-10-12,Estonia,Finland,0,1,UEFA Nations League,Tallinn,Estonia,False
40095,2018-10-12,Greece,Hungary,1,0,UEFA Nations League,Athens,Greece,False
40096,2018-10-12,Belarus,Luxembourg,1,0,UEFA Nations League,Minsk,Belarus,False
40097,2018-10-12,Moldova,San Marino,2,0,UEFA Nations League,Chișinău,Moldova,False
40106,2018-10-12,Cameroon,Malawi,1,0,African Cup of Nations qualification,Yaoundé,Cameroon,False
40107,2018-10-12,Gabon,South Sudan,3,0,African Cup of Nations qualification,Libreville,Gabon,False
40108,2018-10-12,Togo,Gambia,1,1,African Cup of Nations qualification,Lomé,Togo,False
40109,2018-10-12,Ivory Coast,Central African Republic,4,0,African Cup of Nations qualification,Bouaké,Ivory Coast,False
40110,2018-10-12,Angola,Mauritania,4,1,African Cup of Nations qualification,Luanda,Angola,False
40111,2018-10-12,Egypt,Eswatini,4,1,African Cup of Nations qualification,Cairo,Egypt,False
40112,2018-10-12,Cape Verde,Tanzania,3,0,African Cup of Nations qualification,Praia,Cape Verde,False
40114,2018-10-13,Netherlands,Germany,3,0,UEFA Nations League,Amsterdam,Netherlands,False
40115,2018-10-13,Slovakia,Czech Republic,1,2,UEFA Nations League,Trnava,Slovakia,False
40116,2018-10-13,Republic of Ireland,Denmark,0,0,UEFA Nations League,Dublin,Republic of Ireland,False
40117,2018-10-13,Norway,Slovenia,1,0,UEFA Nations League,Oslo,Norway,False
40118,2018-10-13,Bulgaria,Cyprus,2,1,UEFA Nations League,Sofia,Bulgaria,False
40119,2018-10-13,Latvia,Kazakhstan,1,1,UEFA Nations League,Riga,Latvia,False
40120,2018-10-13,Georgia,Andorra,3,0,UEFA Nations League,Tbilisi,Georgia,False
40121,2018-10-13,Armenia,Gibraltar,0,1,UEFA Nations League,Yerevan,Armenia,False
40122,2018-10-13,North Macedonia,Liechtenstein,4,1,UEFA Nations League,Skopje,North Macedonia,False
40127,2018-10-13,Equatorial Guinea,Madagascar,0,1,African Cup of Nations qualification,Bata,Equatorial Guinea,False
40128,2018-10-13,Nigeria,Libya,4,0,African Cup of Nations qualification,Uyo,Nigeria,False
40129,2018-10-14,Poland,Italy,0,1,UEFA Nations League,Chorzow,Poland,False
40130,2018-10-14,Russia,Turkey,2,0,UEFA Nations League,Sochi,Russia,False
40131,2018-10-14,Israel,Albania,2,0,UEFA Nations League,Beer Sheva,Israel,False
40132,2018-10-14,Romania,Serbia,0,0,UEFA Nations League,Bucharest,Romania,False
40133,2018-10-14,Lithuania,Montenegro,1,4,UEFA Nations League,Vilnius,Lithuania,False
40134,2018-10-14,Faroe Islands,Kosovo,1,1,UEFA Nations League,Tórshavn,Faroe Islands,False
40135,2018-10-14,Azerbaijan,Malta,1,1,UEFA Nations League,Baku,Azerbaijan,False
40138,2018-10-14,Guinea-Bissau,Zambia,2,1,African Cup of Nations qualification,Bissau,Guinea-Bissau,False
40139,2018-10-15,Iceland,Switzerland,1,2,UEFA Nations League,Reykjavík,Iceland,False
40140,2018-10-15,Spain,England,2,3,UEFA Nations League,Sevilla,Spain,False
40141,2018-10-15,Bosnia and Herzegovina,Northern Ireland,2,0,UEFA Nations League,Sarajevo,Bosnia and Herzegovina,False
40142,2018-10-15,Estonia,Hungary,3,3,UEFA Nations League,Tallinn,Estonia,False
40143,2018-10-15,Finland,Greece,2,0,UEFA Nations League,Tampere,Finland,False
40144,2018-10-15,Luxembourg,San Marino,3,0,UEFA Nations League,Luxembourg City,Luxembourg,False
40145,2018-10-15,Belarus,Moldova,0,0,UEFA Nations League,Minsk,Belarus,False
40149,2018-10-16,France,Germany,2,1,UEFA Nations League,Paris,France,False
40150,2018-10-16,Ukraine,Czech Republic,1,0,UEFA Nations League,Kharkiv,Ukraine,False
40151,2018-10-16,Republic of Ireland,Wales,0,1,UEFA Nations League,Dublin,Republic of Ireland,False
40152,2018-10-16,Norway,Bulgaria,1,0,UEFA Nations League,Oslo,Norway,False
40153,2018-10-16,Slovenia,Cyprus,1,1,UEFA Nations League,Ljubljana,Slovenia,False
40154,2018-10-16,Kazakhstan,Andorra,4,0,UEFA Nations League,Astana,Kazakhstan,False
40155,2018-10-16,Latvia,Georgia,0,3,UEFA Nations League,Riga,Latvia,False
40156,2018-10-16,Armenia,North Macedonia,4,0,UEFA Nations League,Yerevan,Armenia,False
40157,2018-10-16,Gibraltar,Liechtenstein,2,1,UEFA Nations League,Gibraltar,Gibraltar,False
40176,2018-10-16,Madagascar,Equatorial Guinea,1,0,African Cup of Nations qualification,Antananarivo,Madagascar,False
40177,2018-10-16,Malawi,Cameroon,0,0,African Cup of Nations qualification,Blantyre,Malawi,False
40178,2018-10-16,Burundi,Mali,1,1,African Cup of Nations qualification,Bujumbura,Burundi,False
40179,2018-10-16,Benin,Algeria,1,0,African Cup of Nations qualification,Cotonou,Benin,False
40180,2018-10-16,Seychelles,South Africa,0,0,African Cup of Nations qualification,Victoria,Seychelles,False
40181,2018-10-16,Liberia,Congo,2,1,African Cup of Nations qualification,Monrovia,Liberia,False
40182,2018-10-16,Central African Republic,Ivory Coast,0,0,African Cup of Nations qualification,Bangui,Central African Republic,False
40183,2018-10-16,Mauritania,Angola,1,0,African Cup of Nations qualification,Nouakchott,Mauritania,False
40184,2018-10-16,Eswatini,Egypt,0,2,African Cup of Nations qualification,Manzini,Eswatini,False
40185,2018-10-16,Tanzania,Cape Verde,2,0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False
40189,2018-11-08,Cambodia,Malaysia,0,1,AFF Championship,Phnom Penh,Cambodia,False
40190,2018-11-08,Laos,Vietnam,0,3,AFF Championship,Vientiane,Laos,False
40191,2018-11-09,Timor-Leste,Thailand,0,7,AFF Championship,Bangkok,Thailand,True
40192,2018-11-09,Singapore,Indonesia,1,0,AFF Championship,Kallang,Singapore,False
40193,2018-11-11,North Korea,Mongolia,4,1,EAFF Championship,Taipei,Chinese Taipei,True
40194,2018-11-11,Chinese Taipei,Hong Kong,1,2,EAFF Championship,Taipei,Chinese Taipei,False
40195,2018-11-12,Myanmar,Cambodia,4,1,AFF Championship,Mandalay,Myanmar,False
40196,2018-11-12,Malaysia,Laos,3,1,AFF Championship,Kuala Lumpur,Malaysia,False
40197,2018-11-13,Indonesia,Timor-Leste,3,1,AFF Championship,Jakarta,Indonesia,False
40198,2018-11-13,Philippines,Singapore,1,0,AFF Championship,Bacolod,Philippines,False
40199,2018-11-13,Chinese Taipei,Mongolia,2,1,EAFF Championship,Taipei,Chinese Taipei,False
40200,2018-11-13,Hong Kong,North Korea,0,0,EAFF Championship,Taipei,Chinese Taipei,True
40203,2018-11-15,Belgium,Iceland,2,0,UEFA Nations League,Brussels,Belgium,False
40204,2018-11-15,Croatia,Spain,3,2,UEFA Nations League,Zagreb,Croatia,False
40205,2018-11-15,Austria,Bosnia and Herzegovina,0,0,UEFA Nations League,Vienna,Austria,False
40206,2018-11-15,Hungary,Estonia,2,0,UEFA Nations League,Budapest,Hungary,False
40207,2018-11-15,Greece,Finland,1,0,UEFA Nations League,Athens,Greece,False
40208,2018-11-15,Andorra,Georgia,1,1,UEFA Nations League,Andorra la Vella,Andorra,False
40209,2018-11-15,Kazakhstan,Latvia,1,1,UEFA Nations League,Astana,Kazakhstan,False
40210,2018-11-15,Luxembourg,Belarus,0,2,UEFA Nations League,Luxembourg City,Luxembourg,False
40211,2018-11-15,San Marino,Moldova,0,1,UEFA Nations League,Serravalle,San Marino,False
40220,2018-11-16,Netherlands,France,2,0,UEFA Nations League,Rotterdam,Netherlands,False
40221,2018-11-16,Slovakia,Ukraine,4,1,UEFA Nations League,Trnava,Slovakia,False
40222,2018-11-16,Wales,Denmark,1,2,UEFA Nations League,Cardiff,Wales,False
40223,2018-11-16,Slovenia,Norway,1,1,UEFA Nations League,Ljubljana,Slovenia,False
40224,2018-11-16,Cyprus,Bulgaria,1,1,UEFA Nations League,Nicosia,Cyprus,False
40225,2018-11-16,Gibraltar,Armenia,2,6,UEFA Nations League,Gibraltar,Gibraltar,False
40226,2018-11-16,Liechtenstein,North Macedonia,0,2,UEFA Nations League,Vaduz,Liechtenstein,False
40236,2018-11-16,Laos,Myanmar,1,3,AFF Championship,Vientiane,Laos,False
40237,2018-11-16,Vietnam,Malaysia,2,0,AFF Championship,Hanoi,Vietnam,False
40238,2018-11-16,Morocco,Cameroon,2,0,African Cup of Nations qualification,Casablanca,Morocco,False
40239,2018-11-16,South Sudan,Burundi,2,5,African Cup of Nations qualification,Juba,South Sudan,False
40240,2018-11-16,Egypt,Tunisia,3,2,African Cup of Nations qualification,Alexandria,Egypt,False
40241,2018-11-16,Chinese Taipei,North Korea,0,2,EAFF Championship,Taipei,Chinese Taipei,False
40242,2018-11-16,Mongolia,Hong Kong,1,5,EAFF Championship,Taipei,Chinese Taipei,True
40243,2018-11-17,Italy,Portugal,0,0,UEFA Nations League,Milan,Italy,False
40244,2018-11-17,Turkey,Sweden,0,1,UEFA Nations League,Konya,Turkey,False
40245,2018-11-17,Albania,Scotland,0,4,UEFA Nations League,Shkodër,Albania,False
40246,2018-11-17,Serbia,Montenegro,2,1,UEFA Nations League,Belgrade,Serbia,False
40247,2018-11-17,Romania,Lithuania,3,0,UEFA Nations League,Ploiești,Romania,False
40248,2018-11-17,Malta,Kosovo,0,5,UEFA Nations League,Attard,Malta,False
40249,2018-11-17,Azerbaijan,Faroe Islands,2,0,UEFA Nations League,Baku,Azerbaijan,False
40253,2018-11-17,Thailand,Indonesia,4,2,AFF Championship,Bangkok,Thailand,False
40254,2018-11-17,Timor-Leste,Philippines,2,3,AFF Championship,Kuala Lumpur,Malaysia,True
40255,2018-11-17,Equatorial Guinea,Senegal,0,1,African Cup of Nations qualification,Bata,Equatorial Guinea,False
40256,2018-11-17,Gambia,Benin,3,1,African Cup of Nations qualification,Bakau,Gambia,False
40257,2018-11-17,Seychelles,Libya,1,8,African Cup of Nations qualification,Victoria,Seychelles,False
40258,2018-11-17,Namibia,Guinea-Bissau,0,0,African Cup of Nations qualification,Windhoek,Namibia,False
40259,2018-11-17,Uganda,Cape Verde,1,0,African Cup of Nations qualification,Kira,Uganda,False
40260,2018-11-18,Switzerland,Belgium,5,2,UEFA Nations League,Luzern,Switzerland,False
40261,2018-11-18,England,Croatia,2,1,UEFA Nations League,London,England,False
40262,2018-11-18,Northern Ireland,Austria,1,2,UEFA Nations League,Belfast,Northern Ireland,False
40263,2018-11-18,Greece,Estonia,0,1,UEFA Nations League,Athens,Greece,False
40264,2018-11-18,Hungary,Finland,2,0,UEFA Nations League,Budapest,Hungary,False
40265,2018-11-18,San Marino,Belarus,0,2,UEFA Nations League,Serravalle,San Marino,False
40266,2018-11-18,Moldova,Luxembourg,1,1,UEFA Nations League,Chișinău,Moldova,False
40268,2018-11-18,Ethiopia,Ghana,0,2,African Cup of Nations qualification,Addis Ababa,Ethiopia,False
40269,2018-11-18,Congo,DR Congo,1,1,African Cup of Nations qualification,Brazzaville,Congo,False
